Riesgos	acp_cov.x...1.	acp_cov.x...2.	acp_cov.x...3.	acp_cov.x...29.	acp_cov.x...30.	Nivel
91.05423899	-286.0432165	-33.91501665	27.94451804	2.077483791	0.898003587	Alto
91.41504558	-287.4707385	-33.3384587	35.85382839	0.521791587	0.282026525	Alto
91.41066746	-286.691023	-33.60342204	43.40556561	-3.388159822	-0.342785345	Alto
88.94095328	-271.3526779	-34.56037993	28.90539998	-1.110218762	0.29149026	Alto
91.1297409	-284.450528	-35.02488538	32.92244726	1.849323535	-0.022173289	Alto
90.0040552	-278.300362	-32.47177922	29.69108304	0.879698779	0.896528177	Alto
91.61276814	-289.3850568	-29.58748563	35.08785188	0.869188271	-5.334239454	Alto
89.91178175	-278.6833596	-32.5997557	37.83709842	-1.486631879	0.904441292	Alto
91.7652351	-290.6703038	-28.9364649	37.25102576	1.323354594	-0.048535357	Alto
91.66717069	-289.5823475	-33.0567265	37.75931408	2.719821069	-2.62072119	Alto
91.36550276	-286.3553191	-35.35787656	39.69071827	-1.709044719	-1.22728096	Alto
90.55181981	-282.9163851	-31.15682707	33.53192401	1.387848642	-1.92807064	Alto
89.1602311	-274.6793749	-34.56996646	31.88780762	1.598032382	2.078582405	Alto
90.32862298	-282.4206718	-30.88057454	35.79393703	2.505872024	2.123857435	Alto
92.06204884	-290.8586547	-36.85420774	39.26585592	-1.794766107	-1.215604481	Alto
89.44200987	-275.4252223	-34.80915546	33.2180264	1.54474418	-2.442783627	Alto
91.58472525	-289.324421	-30.61962535	34.70856062	2.522078844	-2.084385664	Alto
90.86728761	-283.1605765	-35.33447677	35.94327933	-2.345980389	1.890216015	Alto
89.56311795	-275.0344999	-33.57362161	33.08398163	-2.702493211	0.565570594	Alto
91.13796107	-285.8325674	-34.14088281	37.54127347	3.066705162	-2.470341659	Alto
90.23259436	-280.4656957	-28.46987976	36.90307566	2.720232775	0.559392065	Alto
90.98161038	-285.5572912	-33.84745021	36.40651736	1.873686478	0.278044169	Alto
90.32621966	-280.5107409	-34.30445896	33.75972304	-2.465490548	4.153729757	Alto
90.41585293	-280.7862231	-34.90576909	39.68479989	-1.225893555	-0.688147459	Alto
90.42947655	-281.8140338	-28.11591692	37.08562849	0.936662024	-1.899617374	Alto
90.31891953	-282.0802963	-29.86095043	39.81698213	-2.103883795	0.268146398	Alto
91.26834861	-286.2618827	-32.98947081	36.15794425	-0.714613177	1.179131828	Alto
89.52792694	-274.9953106	-36.87930227	28.9327505	-0.974953001	2.649974576	Alto
90.45237249	-282.4787712	-34.24203242	36.81264773	0.294083159	1.772213697	Alto
91.70115898	-290.8184735	-29.30338625	32.72901878	2.351106572	-3.973369603	Alto
90.29381228	-280.5143444	-31.8876072	36.17807064	-3.697061982	2.418446847	Alto
89.71447637	-276.7595883	-30.95617743	33.91218752	1.750988759	-3.227977597	Alto
91.01735055	-285.4406548	-32.46298008	28.41583001	0.933011537	-1.224698353	Alto
90.57619886	-281.8794549	-33.62269122	37.07275356	0.868259724	-2.87664044	Alto
89.62222666	-276.3440027	-30.75145898	34.03832774	-1.27220717	1.636328025	Alto
91.24997634	-287.1126833	-30.63048361	41.01462553	3.208527862	-0.424564357	Alto
90.13191207	-278.7637014	-33.34524755	29.88181543	1.111590066	-2.59900581	Alto
90.66622816	-282.9249029	-34.81837584	37.62013298	3.385545	-0.714592277	Alto
90.59327313	-280.4722714	-41.54737395	37.4020753	-0.044524528	-0.996849599	Alto
89.48775469	-276.635165	-32.11951338	34.29248102	-1.7152714	1.929780929	Alto
89.52485481	-274.9849617	-36.35792521	38.07386245	-0.710494663	3.061161156	Alto
90.36792583	-279.7036274	-36.42004625	32.90075187	0.638680073	1.388934129	Alto
89.68012901	-276.3473502	-33.34483432	34.33225385	-2.988551694	-0.421820806	Alto
91.2689401	-286.2959745	-35.12268236	42.05898801	-2.005924168	1.370517535	Alto
91.11357725	-285.3764264	-34.02440399	42.65506769	1.292187909	-3.315252757	Alto
91.50684859	-287.9479858	-34.40605108	38.90504739	3.14909061	0.657860387	Alto
90.00359604	-277.5550574	-36.78836615	35.26624754	-0.800387588	1.210929525	Alto
90.60126892	-281.1156857	-30.56313329	34.25521054	0.632262426	-1.036925152	Alto
90.91590461	-284.3143933	-30.90329594	38.59009926	1.343752152	-0.860199878	Alto
90.32768556	-280.3791074	-34.29601813	28.52630268	-2.614219537	-0.349259105	Alto
90.82647309	-284.0673978	-35.83127445	36.45938122	-0.077028775	-0.337245659	Alto
90.91623371	-286.101784	-29.9131316	41.52650638	0.806449509	-2.025011239	Alto
90.55923191	-282.2890585	-32.93983413	30.48269976	-0.141255936	1.417248422	Alto
91.11095384	-284.7877524	-32.34086119	39.4899664	-0.592196958	-1.969432245	Alto
90.45162265	-281.9023567	-34.03738543	31.09586727	3.139894111	-1.561371047	Alto
89.81749285	-277.6075225	-32.89176394	32.72133555	-0.882029379	-0.833307651	Alto
90.6665442	-281.8995869	-30.99671123	33.6579046	2.954912699	-1.222662546	Alto
91.341882	-286.9488262	-32.10713937	34.97973939	-2.473834814	-2.435944278	Alto
91.32999478	-287.6221039	-27.80849645	40.098804	2.845489749	0.19884643	Alto
90.00852972	-278.4743396	-36.97437154	35.92448004	-1.792711517	3.266181392	Alto
90.33102419	-278.8323729	-33.55837875	35.40905692	-2.72621114	-0.700236314	Alto
90.99471286	-284.5673647	-30.62210595	34.35902605	1.488900814	1.74424558	Alto
91.31068516	-285.5713326	-32.52312828	37.74171429	-1.565571164	-1.223837882	Alto
90.22738897	-279.4033779	-32.41856289	28.19315135	-2.012968541	-0.416662136	Alto
88.3902276	-268.27359	-32.18983624	30.54497302	1.719810995	2.109725751	Alto
90.82077717	-284.4436482	-31.27752447	34.93308855	2.49788746	1.181431969	Alto
90.67602996	-283.2930607	-32.90760595	37.42363757	1.997186378	0.138245662	Alto
89.99560113	-279.3025887	-35.21645653	29.95494889	-1.988345019	0.405687596	Alto
91.37077166	-286.513563	-34.8898504	36.83887093	1.908173723	-0.291148179	Alto
90.50460699	-282.8017556	-30.87967806	37.21379856	3.327661788	-1.210159086	Alto
91.40362531	-288.0692528	-30.65056989	34.56511197	-0.698440323	-1.752176109	Alto
90.23723001	-280.9418696	-34.66459521	29.70855693	1.5657673	-0.729499908	Alto
89.80112861	-276.5126763	-37.05772865	28.75615033	-2.649731243	-1.73365191	Alto
90.81174447	-284.2604676	-31.31417116	36.238568	-1.069016973	-0.91974608	Alto
91.7447009	-289.1526105	-30.48944088	36.76963332	-0.646341524	-2.446890322	Alto
91.72995852	-289.5687975	-30.63189263	33.38995357	-1.961638503	2.092938894	Alto
90.31831556	-279.0703576	-38.31156999	34.77482234	0.895819234	-2.394271885	Alto
89.33891335	-273.7747544	-33.47746895	31.77497136	-0.294763085	-0.647301965	Alto
90.98115797	-285.3356237	-35.25874444	39.89711925	-0.159587439	-1.582450913	Alto
91.04342898	-285.6663254	-30.75142247	34.83198567	3.840876468	3.475465043	Alto
90.06454009	-280.6958911	-30.69213744	29.37695584	3.602117729	-1.278392527	Alto
91.06808996	-284.1256449	-30.544849	37.11283591	-0.679942921	-2.493818645	Alto
91.44251202	-287.8268889	-31.17809843	45.79553908	1.886449413	0.065550049	Alto
91.07193017	-286.1567215	-31.16704499	36.49802161	0.364600223	-1.444594914	Alto
89.78911139	-276.1533004	-35.90033364	32.58010711	-3.878225527	-0.847212933	Alto
89.67763681	-276.9899683	-35.92865816	38.16378112	-3.036318794	2.58299753	Alto
89.59927302	-276.1133021	-35.96515129	35.18926502	0.741296377	3.520431716	Alto
90.22954617	-280.6663813	-34.12161162	38.2851052	0.941081038	2.676300559	Alto
91.87013589	-290.0553047	-29.67169831	43.25800755	-0.769272842	-0.318891836	Alto
91.12992308	-284.468939	-32.54483183	40.96814167	0.679014604	-0.491291173	Alto
90.77935229	-284.4523158	-33.83486807	31.97455212	-2.135801148	2.755532542	Alto
90.68772411	-282.422793	-38.01666029	30.64081174	1.698347624	1.011156861	Alto
91.23301617	-287.692919	-29.82818018	39.99530994	2.316428317	-2.127143882	Alto
90.52224036	-281.4002885	-34.2488623	31.74086984	0.622804415	-1.864125216	Alto
90.07678661	-279.0239581	-33.51615598	29.53586868	0.330824601	-2.585048177	Alto
90.98866604	-285.6162283	-26.4478508	38.48196324	-0.810207362	-3.25282732	Alto
89.30290231	-274.9084339	-31.04397209	36.41844913	1.277219194	-0.138823136	Alto
89.93893137	-277.5708437	-35.82188902	28.11395727	-0.343290988	0.190010653	Alto
89.53573434	-275.2105054	-35.75067765	28.37311429	0.197026231	4.336725604	Alto
89.4446671	-274.7493474	-29.39813004	33.75046006	-0.679669756	-2.492838649	Alto
90.93290972	-284.4851414	-34.07795662	34.2208348	0.233253405	2.525003952	Alto
89.0722037	-271.0554736	-32.18708375	31.55775593	-1.144633558	2.310187779	Alto
90.7162905	-283.4327861	-32.74041738	38.39653447	0.650491656	2.201300439	Alto
91.46959713	-288.3529466	-32.43373856	41.33496682	-0.960281697	-1.079812696	Alto
90.69701003	-284.1138621	-28.54827854	31.27676208	1.094240551	-0.261680392	Alto
90.19516639	-279.5358991	-32.68126029	32.64586524	-1.385550408	-2.649052322	Alto
91.85261806	-291.2685066	-33.63876011	37.68703681	-1.482177461	-2.288453796	Alto
90.30171571	-282.6432033	-30.52561267	32.68807357	2.086197704	1.199973225	Alto
90.59198559	-282.8297313	-34.48584441	33.30736526	-0.99708496	-2.779524795	Alto
90.26306289	-279.9707038	-33.86337074	35.33213651	1.306681565	0.092829635	Alto
91.35277804	-286.8413346	-31.44195809	39.02877277	-1.056102527	-3.387257367	Alto
90.95905865	-285.7135744	-28.04991075	38.510617	0.047755379	1.356592284	Alto
91.11466043	-286.2030318	-31.55888275	33.24469298	1.018332835	-2.52670519	Alto
91.34912487	-288.5111008	-32.95051639	39.20478967	0.860824119	0.257788782	Alto
91.50431679	-288.2538782	-33.45682653	35.49169204	-0.649565238	0.004061417	Alto
90.84360163	-283.1538223	-35.65194137	33.92213325	-2.577465253	4.135681386	Alto
90.16296687	-279.757542	-34.42415573	36.33542276	1.080721031	-2.020263508	Alto
90.42570765	-282.663305	-29.5841671	40.53681154	0.15971307	0.982914434	Alto
91.12096557	-285.6650191	-32.75609517	38.73920989	-4.454626721	-0.755126421	Alto
89.29333126	-271.6091435	-37.15608584	30.71205934	-1.973415714	3.801322752	Alto
89.70369635	-276.4163224	-35.90711778	31.70900573	-1.488670573	-2.796306147	Alto
90.79180206	-283.6975027	-33.04108704	39.88354942	-0.251172549	1.441776039	Alto
90.79463511	-282.3107184	-36.68281691	40.29985105	-0.957117199	2.312539821	Alto
91.03071918	-284.9953888	-37.22228666	36.52164898	0.027086388	-1.066147992	Alto
89.94661808	-277.6176866	-37.04621465	38.26349391	-1.005524842	2.714363361	Alto
89.38060399	-273.857446	-34.89704563	38.3953812	-1.821267383	1.658460183	Alto
89.59058408	-276.2121845	-37.58932925	32.03847148	1.718219416	0.802544672	Alto
91.05749483	-284.9189243	-32.80524233	40.52556058	1.84208473	1.119082218	Alto
90.2862729	-279.3703327	-36.02710997	27.40828964	0.157141627	-0.388352205	Alto
90.53015364	-280.2329916	-38.22497202	38.64424775	-3.332653793	2.216111359	Alto
90.77831728	-283.4613757	-29.5588393	37.76385963	2.558040059	-1.157341693	Alto
90.8076556	-283.6215565	-37.64129842	36.12247481	-0.825595409	1.484787425	Alto
91.05594885	-286.1519404	-25.84053622	34.48241546	-0.325742958	-4.525295609	Alto
91.08711654	-285.1877174	-30.33282867	40.00272407	2.724471687	2.799028703	Alto
89.98565954	-277.9036848	-38.62428565	29.23027722	0.716441005	-1.097937224	Alto
91.04383679	-285.0486162	-32.80053339	30.31782314	0.524614836	-3.592975664	Alto
89.91428463	-277.0566834	-33.79505855	31.34285052	1.100066082	1.104283135	Alto
89.83172876	-276.6713052	-37.02916955	36.46863533	-1.82316953	0.650755777	Alto
89.19736462	-274.0949302	-34.03441705	25.63958818	-0.532158262	3.03522699	Alto
89.85672256	-277.195041	-33.88832081	32.66686442	-1.340502614	-1.611379527	Alto
91.77249773	-289.6405652	-34.21074145	38.03882174	3.023926486	-2.444343329	Alto
90.6485297	-284.5525712	-31.73736321	38.63092545	0.435024461	2.216607672	Alto
89.91846079	-278.8016708	-28.17217038	36.59807689	-0.306489353	2.594282511	Alto
90.73783028	-282.5774899	-34.13913503	35.06933258	-3.356240434	2.149965161	Alto
90.56152118	-282.6973783	-31.33534863	40.0900665	-3.095777968	-4.784955355	Alto
90.82598406	-283.9921456	-35.02210821	28.21498317	2.569750389	-1.546939077	Alto
89.5857365	-276.3593468	-33.81485542	29.77538005	-2.310509317	1.29934668	Alto
90.22789164	-280.0962063	-33.58211722	32.72715742	1.352090798	-1.588725999	Alto
89.5139293	-274.1826398	-32.92724788	33.98508052	-2.513934718	-1.973725583	Alto
90.72136011	-283.9000679	-33.61462858	32.19491963	1.896299081	-0.266766628	Alto
90.15914529	-278.4169051	-33.82867153	35.73047125	-1.05969917	-1.693539267	Alto
90.69106188	-283.1276808	-31.28506258	32.88043844	2.639517688	0.62285533	Alto
89.85655561	-279.4131399	-24.56632766	33.43572495	2.799004106	-1.782432755	Alto
