Src,aux,Dest,Weight
Agente10268,1,Agente25637,1
Agente19416,1,Agente22848,1
Agente26266,1,Agente22075,1
Agente18700,1,Agente9326,1
Agente17278,1,Agente16750,1
Agente3713,1,Agente17998,1
Agente11618,1,Agente15270,1
Agente19731,1,Agente28788,1
Agente24377,1,Agente24887,1
Agente8464,1,Agente19252,1
Agente1090,1,Agente15323,1
Agente17086,1,Agente23623,1
Agente10864,1,Agente23462,1
Agente8409,1,Agente964,1
Agente7954,1,Agente14135,1
Agente1722,1,Agente12885,1
Agente17416,1,Agente10626,1
Agente21099,1,Agente4605,1
Agente10215,1,Agente13823,1
Agente4369,1,Agente8404,1
Agente20963,1,Agente24828,1
Agente7009,1,Agente15580,1
Agente19441,1,Agente9869,1
Agente19441,1,Agente17278,1
Agente9869,1,Agente17278,1
Agente26590,1,Agente22415,1
Agente4938,1,Agente6510,1
Agente28210,1,Agente13594,1
Agente23664,1,Agente29410,1
Agente27216,1,Agente24698,1
Agente23944,1,Agente30650,1
Agente11034,1,Agente20749,1
Agente30292,1,Agente12061,1
Agente15173,1,Agente20718,1
Agente6274,1,Agente22851,1
Agente20920,1,Agente23743,3
Agente22509,1,Agente6198,1
Agente6569,1,Agente23267,1
Agente24505,1,Agente21070,1
Agente16749,1,Agente7927,1
Agente18408,1,Agente13759,1
Agente10058,1,Agente17543,1
Agente12274,1,Agente24638,1
Agente17016,1,Agente8555,1
Agente13913,1,Agente24066,1
Agente20961,1,Agente24377,1
Agente25288,1,Agente24377,1
Agente15120,1,Agente10913,1
Agente3006,1,Agente18839,1
Agente11950,1,Agente19447,1
Agente22337,1,Agente14740,1
Agente5803,1,Agente10215,1
Agente19161,1,Agente24095,1
Agente18156,1,Agente27166,1
Agente29054,1,Agente15398,1
Agente24241,1,Agente24492,1
Agente23361,1,Agente9060,1
Agente23676,1,Agente26383,1
Agente10058,1,Agente30292,1
Agente16264,1,Agente14590,1
Agente8464,1,Agente6889,1
Agente2,1,Agente13388,2
Agente19683,1,Agente24518,1
Agente17545,1,Agente18865,1
Agente15168,1,Agente24158,1
Agente5889,1,Agente24377,1
Agente27625,1,Agente25131,1
Agente30292,1,Agente12437,1
Agente11005,1,Agente20189,1
Agente14944,1,Agente3045,1
Agente19730,1,Agente24828,1
Agente18944,1,Agente14458,4
Agente11026,1,Agente21662,1
Agente24828,1,Agente17341,1
Agente21627,1,Agente25350,1
Agente21390,1,Agente22047,1
Agente27560,1,Agente9375,1
Agente15873,1,Agente14629,1
Agente28476,1,Agente18700,1
Agente21315,1,Agente23254,1
Agente11034,1,Agente24219,1
Agente18022,1,Agente13687,1
Agente14297,1,Agente10215,1
Agente9178,1,Agente22820,1
Agente22536,1,Agente24518,1
Agente19730,1,Agente10268,1
Agente25393,1,Agente12994,1
Agente13776,1,Agente23295,1
Agente24418,1,Agente23644,1
Agente18356,1,Agente11623,1
Agente18344,1,Agente17278,1
Agente4019,1,Agente28110,1
Agente29054,1,Agente1447,1
Agente24377,1,Agente21268,1
Agente24589,1,Agente14093,1
Agente11515,1,Agente23652,1
Agente16912,1,Agente21543,1
Agente18408,1,Agente20932,2
Agente17416,1,Agente11442,1
Agente19538,1,Agente18356,1
Agente15129,1,Agente24754,1
Agente8464,1,Agente16558,1
Agente3432,1,Agente25085,1
Agente25315,1,Agente23311,1
Agente4632,1,Agente13053,1
Agente30,1,Agente1791,1
Agente5176,1,Agente18735,1
Agente24377,1,Agente20332,1
Agente18434,1,Agente6605,1
Agente18434,1,Agente14959,1
Agente6605,1,Agente14959,1
Agente17084,1,Agente15141,1
Agente19064,1,Agente17822,1
Agente26818,1,Agente19730,1
Agente16595,1,Agente28788,1
Agente19288,1,Agente10698,1
Agente15738,1,Agente17818,1
Agente27133,1,Agente15290,1
Agente27133,1,Agente13013,1
Agente15290,1,Agente13013,1
Agente29920,1,Agente5075,1
Agente16240,1,Agente25142,1
Agente15614,1,Agente19119,1
Agente27593,1,Agente12783,1
Agente19011,1,Agente23141,1
Agente6169,1,Agente9921,1
Agente11036,1,Agente12429,1
Agente11018,1,Agente6510,1
Agente19792,1,Agente18356,1
Agente24924,1,Agente18023,1
Agente8556,1,Agente20196,1
Agente4632,1,Agente23549,1
Agente24986,1,Agente28415,1
Agente26993,1,Agente23620,1
Agente14217,1,Agente2476,1
Agente18434,1,Agente10268,1
Agente21697,1,Agente21909,1
Agente18356,1,Agente15086,1
Agente18700,1,Agente19711,1
Agente26244,1,Agente23238,1
Agente22656,1,Agente10526,1
Agente18804,1,Agente21597,1
Agente17075,1,Agente24523,1
Agente24377,1,Agente24518,1
Agente4833,1,Agente30621,1
Agente18356,1,Agente25637,1
Agente2760,1,Agente15710,1
Agente8082,1,Agente10638,1
Agente24555,1,Agente21837,1
Agente26920,1,Agente28788,1
Agente22564,1,Agente16895,1
Agente26434,1,Agente21380,1
Agente1089,1,Agente18356,1
Agente17386,1,Agente13823,1
Agente18105,1,Agente1653,1
Agente18579,1,Agente22543,1
Agente24377,1,Agente21419,1
Agente29054,1,Agente14622,1
Agente23790,1,Agente17895,1
Agente11026,1,Agente2820,1
Agente11025,1,Agente18356,1
Agente18603,1,Agente22780,1
Agente11088,1,Agente18356,1
Agente15457,1,Agente6098,1
Agente24828,1,Agente23278,1
Agente15873,1,Agente11026,1
Agente19537,1,Agente15805,2
Agente29274,1,Agente12318,1
Agente23745,1,Agente9375,1
Agente19680,1,Agente30292,1
Agente30829,1,Agente21334,1
Agente9280,1,Agente29274,1
Agente24377,1,Agente21662,1
Agente23016,1,Agente25758,1
Agente21133,1,Agente22079,1
Agente8556,1,Agente17037,1
Agente11624,1,Agente17636,1
Agente24377,1,Agente20524,1
Agente25466,1,Agente20718,1
Agente22224,1,Agente912,1
Agente5553,1,Agente24887,1
Agente21122,1,Agente6510,1
Agente1736,1,Agente24828,1
Agente10149,1,Agente21662,1
Agente23614,1,Agente26799,1
Agente2650,1,Agente8763,1
Agente23147,1,Agente21110,1
Agente23100,1,Agente25076,1
Agente15768,1,Agente24377,1
Agente18219,1,Agente21662,1
Agente15610,1,Agente28788,1
Agente27376,1,Agente22021,1
Agente19064,1,Agente15086,1
Agente25840,1,Agente12262,1
Agente11462,1,Agente22711,1
Agente16325,1,Agente14093,1
Agente24616,1,Agente9326,1
Agente17393,1,Agente30292,1
Agente10600,1,Agente30282,1
Agente25466,1,Agente20564,1
Agente1713,1,Agente6830,1
Agente26571,1,Agente17390,1
Agente19730,1,Agente12325,1
Agente7728,1,Agente24861,1
Agente1237,1,Agente21278,1
Agente22768,1,Agente24241,1
Agente14269,1,Agente22079,1
Agente15169,1,Agente24427,1
Agente20203,1,Agente24492,1
Agente27532,1,Agente20919,1
Agente11026,1,Agente26740,1
Agente30292,1,Agente23623,1
Agente20920,1,Agente10898,1
Agente27247,1,Agente23623,1
Agente23898,1,Agente27883,1
Agente6605,1,Agente24095,1
Agente1736,1,Agente27247,1
Agente18572,1,Agente6006,1
Agente15398,1,Agente343,1
Agente14621,1,Agente22430,1
Agente30621,1,Agente30351,1
Agente24300,1,Agente26813,1
Agente21380,1,Agente12325,1
Agente22649,1,Agente13052,1
Agente25252,1,Agente9317,1
Agente17052,1,Agente15095,1
Agente23898,1,Agente18735,1
Agente18356,1,Agente23278,1
Agente26740,1,Agente23884,1
Agente19492,1,Agente18030,1
Agente20397,1,Agente26543,1
Agente21185,1,Agente14490,1
Agente2820,1,Agente26543,1
Agente18296,1,Agente25163,1
Agente23664,1,Agente8250,1
Agente18804,1,Agente4605,1
Agente21905,1,Agente18926,1
Agente27032,1,Agente15169,1
Agente31249,1,Agente7484,1
Agente19538,1,Agente24095,1
Agente24377,1,Agente23070,1
Agente21213,1,Agente24095,1
Agente19144,1,Agente25358,1
Agente27588,1,Agente21572,1
Agente4225,1,Agente22653,1
Agente11472,1,Agente15086,1
Agente15169,1,Agente21890,1
Agente26824,1,Agente20524,1
Agente30427,1,Agente10622,1
Agente15264,1,Agente13340,1
Agente22246,1,Agente14135,1
Agente24390,1,Agente23614,1
Agente24555,1,Agente17445,1
Agente21380,1,Agente26558,1
Agente17848,1,Agente21113,1
Agente17700,1,Agente24141,1
Agente24819,1,Agente20071,1
Agente21662,1,Agente15254,1
Agente22721,1,Agente20239,1
Agente20245,1,Agente23623,1
Agente6889,1,Agente28788,1
Agente22803,1,Agente17278,1
Agente25637,1,Agente22055,1
Agente17490,1,Agente26981,1
Agente18499,1,Agente27133,1
Agente29979,1,Agente23790,1
Agente19537,1,Agente28861,1
Agente11026,1,Agente9732,1
Agente18683,1,Agente18509,1
Agente22721,1,Agente10811,1
Agente19683,1,Agente10149,1
Agente23792,1,Agente12654,1
Agente11856,1,Agente15302,1
Agente19004,1,Agente29054,1
Agente20514,1,Agente10662,1
Agente8288,1,Agente10215,1
Agente20979,1,Agente12140,1
Agente8137,1,Agente23623,1
Agente15805,1,Agente19046,1
Agente30621,1,Agente23614,1
Agente22794,1,Agente26645,1
Agente8556,1,Agente21572,1
Agente26434,1,Agente30292,1
Agente5193,1,Agente25362,1
Agente24492,1,Agente16895,1
Agente16349,1,Agente24030,1
Agente19004,1,Agente24095,1
Agente7345,1,Agente23771,1
Agente11304,1,Agente20106,1
Agente15194,1,Agente8763,1
Agente14629,1,Agente20397,1
Agente14402,1,Agente22780,1
Agente24095,1,Agente14919,1
Agente19994,1,Agente5364,1
Agente5364,1,Agente9238,1
Agente1722,1,Agente12387,1
Agente3432,1,Agente17746,1
Agente16555,1,Agente8556,1
Agente14472,1,Agente14739,1
Agente21185,1,Agente20788,1
Agente14739,1,Agente18478,1
Agente14940,1,Agente11462,1
Agente23146,1,Agente17278,1
Agente22454,1,Agente20095,1
Agente1803,1,Agente7862,1
Agente25187,1,Agente6839,1
Agente21099,1,Agente14023,1
Agente8410,1,Agente28006,1
Agente18945,1,Agente8556,1
Agente19731,1,Agente25957,1
Agente14146,1,Agente2476,1
Agente13744,1,Agente2875,1
Agente13744,1,Agente7141,1
Agente2875,1,Agente7141,1
Agente21890,1,Agente24427,1
Agente10060,1,Agente28861,1
Agente20245,1,Agente6510,1
Agente3085,1,Agente14959,1
Agente1653,1,Agente28110,1
Agente11088,1,Agente20257,1
Agente15768,1,Agente11026,1
Agente16345,1,Agente3715,1
Agente13761,1,Agente16783,1
Agente15768,1,Agente25142,1
Agente25465,1,Agente3366,1
Agente3288,1,Agente1237,1
Agente22721,1,Agente22181,1
Agente14121,1,Agente23130,1
Agente19730,1,Agente24095,1
Agente23944,1,Agente30351,1
Agente29853,1,Agente25559,1
Agente19574,1,Agente23623,1
Agente19536,1,Agente23100,1
Agente21405,1,Agente13998,1
Agente24828,1,Agente19534,1
Agente23273,1,Agente19396,1
Agente17260,1,Agente26327,1
Agente22555,1,Agente18219,1
Agente7753,1,Agente18735,1
Agente18356,1,Agente10268,1
Agente14629,1,Agente24887,1
Agente11348,1,Agente4325,1
Agente2186,1,Agente2820,2
Agente15140,1,Agente27791,1
Agente21985,1,Agente16351,1
Agente26354,1,Agente22867,1
Agente28120,1,Agente11624,1
Agente4653,1,Agente22085,1
Agente24060,1,Agente26645,1
Agente4885,1,Agente10149,1
Agente14676,1,Agente26543,1
Agente23213,1,Agente23294,1
Agente20053,1,Agente19710,1
Agente15818,1,Agente23867,1
Agente17769,1,Agente20539,1
Agente23944,1,Agente23614,1
Agente18690,1,Agente14594,1
Agente18356,1,Agente18700,1
Agente12612,1,Agente26645,1
Agente7009,1,Agente12390,1
Agente6098,1,Agente16934,1
Agente17817,1,Agente16179,1
Agente21856,1,Agente30621,1
Agente2833,1,Agente18434,1
Agente17321,1,Agente24274,1
Agente8322,1,Agente4975,1
Agente17416,1,Agente10697,1
Agente23826,1,Agente16558,1
Agente25252,1,Agente18356,1
Agente21105,1,Agente17182,1
Agente18133,1,Agente17278,1
Agente8556,1,Agente21311,1
Agente23944,1,Agente423,1
Agente9060,1,Agente18156,1
Agente3288,1,Agente20250,1
Agente11624,1,Agente11623,1
Agente11472,1,Agente21220,1
Agente16555,1,Agente30292,1
Agente26146,1,Agente23789,1
Agente25053,1,Agente28861,1
Agente11026,1,Agente22835,1
Agente25187,1,Agente26267,1
Agente25291,1,Agente18735,1
Agente20163,1,Agente1237,1
Agente18944,1,Agente6510,1
Agente11624,1,Agente17395,1
Agente14772,1,Agente20508,1
Agente24241,1,Agente8763,1
Agente26740,1,Agente9324,1
Agente8987,1,Agente14135,1
Agente20892,1,Agente23623,1
Agente11618,1,Agente25997,1
Agente3020,1,Agente11910,1
Agente18023,1,Agente14143,1
Agente24523,1,Agente10598,1
Agente19554,1,Agente12535,1
Agente18356,1,Agente8940,1
Agente20768,1,Agente26932,1
Agente19105,1,Agente19326,1
Agente6605,1,Agente23623,1
Agente18874,1,Agente11029,1
Agente2894,1,Agente23543,1
Agente19730,1,Agente16060,1
Agente26756,1,Agente21614,1
Agente28315,1,Agente28293,1
Agente28210,1,Agente17999,1
Agente16985,1,Agente16558,1
Agente22811,1,Agente20221,1
Agente5868,1,Agente11500,1
Agente15169,1,Agente18218,1
Agente8409,1,Agente28788,1
Agente30427,1,Agente15677,1
Agente17848,1,Agente21380,1
Agente20552,1,Agente16510,1
Agente23771,1,Agente13823,1
Agente20994,1,Agente26995,1
Agente15521,1,Agente14135,1
Agente18804,1,Agente8605,1
Agente10674,1,Agente24095,1
Agente18314,1,Agente19011,1
Agente6068,1,Agente19028,1
Agente20524,1,Agente21662,1
Agente14297,1,Agente14567,1
Agente21417,1,Agente4798,1
Agente16898,1,Agente6510,1
Agente11624,1,Agente19537,1
Agente18865,1,Agente18533,1
Agente17081,1,Agente24597,1
